START_TIME,END_TIME,PUTS,PUTS_FAILED,CONNS,CONNS_FAILED,OPENS,GETS_FAILED,OPENS_FAILED,GETS,
20:20:05,20:20:45,22,0,7,0,46,6,0,12
20:20:45,20:21:25,2,0,0,0,2,16,0,2
20:21:25,20:22:05,8,0,0,0,8,13,0,8
20:22:45,20:23:25,22,0,7,0,46,11,0,12
